cd_UGestora;dt_Ano;nu_Licitacao;tp_Licitacao;dt_Homologacao;nu_Propostas;vl_Licitacao;tp_Objeto;dt_MesAno;registroCGE;tp_regimeExecucao
201009;2014;100112013;2;2014-01-28 00:00:00;1;508371.9300;1;072014;;5
201010;2016;000012016;2;2016-02-15 00:00:00;2;188810.3400;1;022016;NULL;NULL
201010;2011;000022011;2;2011-06-06 00:00:00;1;99630.8100;1;062011;;5
201010;2013;000022013;2;2013-05-21 00:00:00;4;189031.7100;1;052013;;5
201010;2015;000022015;2;2015-05-21 00:00:00;2;352788.7400;1;052015;;5
201010;2011;000032011;2;2011-06-27 00:00:00;1;69336.3000;1;062011;;5
201010;2014;000032014;2;2014-05-13 00:00:00;1;248733.7500;1;052014;;5
201010;2015;000032015;2;2015-05-21 00:00:00;1;249692.0500;1;052015;;5
201010;2015;000042015;2;2015-09-10 00:00:00;1;197952.6200;1;092015;;5
201010;2003;000052003;3;2003-02-10 00:00:00;3;145000.0000;1;002010;NULL;NULL
201010;2010;000062010;2;2010-09-29 00:00:00;1;357760.4200;1;092010;NULL;NULL
201010;2013;000062013;6;2013-06-12 00:00:00;1;14000.0000;1;062013;;5
201010;2010;000072008;3;2008-06-30 00:00:00;3;148192.4000;1;002010;NULL;NULL
201010;2010;000072009;3;2009-11-25 00:00:00;3;98726.8600;1;002010;NULL;NULL
201010;2010;000082004;3;2004-05-04 00:00:00;3;72224.1600;1;002010;NULL;NULL
201010;2010;000162007;3;2007-12-03 00:00:00;3;57562.4800;1;002010;NULL;NULL
201010;2010;000182009;2;2009-11-24 00:00:00;4;217358.0200;1;002010;NULL;NULL
201011;NULL;000012003;7;2003-02-07 00:00:00;3;260100.0000;1;002010;NULL;NULL
201011;2011;000012011;2;2011-10-18 00:00:00;2;1293948.1900;1;122011;;5
201011;2015;000012015;2;2015-04-08 00:00:00;1;337132.2600;1;042015;NULL;NULL
201011;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;NULL;000012016;12;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;NULL;000012016;13;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;2014;000022011;2;2011-12-19 00:00:00;2;413501.5900;1;062014;;5
201011;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;NULL;000022016;12;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;NULL;000032003;3;2003-02-10 00:00:00;3;95509.5300;1;002010;NULL;NULL
201011;NULL;000032016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201011;NULL;000032016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;NULL;000042016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;2010;000052005;3;2005-02-23 00:00:00;3;66449.9800;1;002010;NULL;NULL
201011;2010;000052007;2;2007-10-05 00:00:00;1;166611.7800;1;002010;NULL;NULL
201011;2015;000052015;2;2015-08-25 00:00:00;1;318951.9200;1;082015;;5
201011;2010;000062007;2;2007-10-05 00:00:00;2;199107.4200;1;002010;NULL;NULL
201011;2015;000072015;2;2015-12-01 00:00:00;2;90051.5600;1;122015;;5
201011;NULL;000072016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;NULL;000082016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201011;NULL;000092016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;NULL;000102016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201011;2010;000112009;3;2009-04-06 00:00:00;3;147826.3800;1;002010;NULL;NULL
201011;2010;000132005;3;2005-04-25 00:00:00;3;8946.6200;1;002010;NULL;NULL
201011;2014;000162014;2;2014-11-12 00:00:00;2;556924.2000;1;112014;;5
201011;2010;000172006;3;2006-03-10 00:00:00;3;22000.0000;1;002010;NULL;NULL
201011;2014;000172014;2;2014-11-12 00:00:00;1;294337.1300;1;112014;;5
201011;2011;000182011;3;2011-04-07 00:00:00;3;15600.0000;1;042011;;5
201011;2014;000182014;2;2014-12-19 00:00:00;3;508529.8900;1;122014;;5
201011;2010;000202010;3;2010-07-15 00:00:00;3;149098.1300;1;072010;NULL;NULL
201011;2011;000222011;3;2011-06-08 00:00:00;3;138170.5800;1;062011;;5
201011;2010;000232008;3;2008-05-29 00:00:00;2;31883.6400;1;002010;NULL;NULL
201011;2011;000232011;3;2011-06-08 00:00:00;3;142382.0000;1;062011;;5
201011;2013;000232013;2;2013-11-04 00:00:00;5;33969.8600;1;122013;;5
201011;2010;000242008;3;2008-05-28 00:00:00;2;99901.4600;1;002010;NULL;NULL
201011;2013;000242013;2;2013-12-04 00:00:00;4;177415.2800;1;122013;;5
201011;2011;000262011;3;2011-12-05 00:00:00;3;118964.1100;1;122011;;5
201011;2013;000272013;2;2013-12-04 00:00:00;1;179500.0000;1;122013;;5
201011;2010;000312005;3;2005-06-17 00:00:00;3;49900.3700;1;002010;NULL;NULL
201011;NULL;000362015;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201011;2010;000562005;3;2005-10-03 00:00:00;3;28979.7000;1;002010;NULL;NULL
201011;2010;000772005;3;2005-12-06 00:00:00;3;39952.3000;1;002010;NULL;NULL
201012;NULL;000012003;7;2003-01-30 00:00:00;1;201009.9000;1;002010;NULL;NULL
201012;2010;000012004;2;2004-02-11 00:00:00;3;196989.6100;1;002010;NULL;NULL
201012;2010;000012004;7;2004-03-03 00:00:00;1;240038.8500;1;002010;NULL;NULL
201012;2010;000012009;2;2009-04-27 00:00:00;2;823357.4700;1;002010;NULL;1
201012;2010;000012010;1;2010-06-25 00:00:00;3;3083751.3200;1;062010;NULL;NULL
201012;2010;000012010;2;2010-05-10 00:00:00;5;1222933.6500;1;052010;NULL;NULL
201012;2011;000012011;2;2011-03-23 00:00:00;3;85649.4500;1;032011;NULL;NULL
201012;2012;000012012;1;2012-07-16 00:00:00;1;5540354.4100;1;072012;;5
201012;2014;000012014;2;2014-06-09 00:00:00;1;409620.7000;1;062014;;5
201012;NULL;000012016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;NULL;000012016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;2010;000022004;3;2004-02-10 00:00:00;3;23497.4000;1;002010;NULL;NULL
201012;2010;000022004;7;2004-05-21 00:00:00;1;145513.4100;1;002010;NULL;NULL
201012;2010;000022008;2;2008-05-19 00:00:00;3;346288.3300;1;002010;NULL;NULL
201012;2010;000022008;3;2008-02-20 00:00:00;3;103581.3600;1;002010;NULL;NULL
201012;2010;000022010;2;2010-06-18 00:00:00;3;202078.1400;1;062010;NULL;1
201012;2010;000022010;3;2010-01-28 00:00:00;3;97029.6400;1;012010;NULL;NULL
201012;2011;000022011;2;2011-11-16 00:00:00;2;205056.6800;1;112011;;5
201012;2012;000022012;3;2012-02-23 00:00:00;3;131497.1100;1;022012;;5
201012;2014;000022014;2;2014-07-01 00:00:00;2;235057.5200;1;072014;;5
201012;2015;000022015;2;2015-06-01 00:00:00;1;592726.6700;1;072015;;5
201012;NULL;000022016;7;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;NULL;000022016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;NULL;000022016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;2010;000032006;2;2007-01-19 00:00:00;1;154620.6300;1;002010;NULL;NULL
201012;2010;000032006;3;2006-02-01 00:00:00;3;149287.1500;1;002010;NULL;NULL
201012;2010;000032007;2;2007-08-06 00:00:00;2;185840.4200;1;002010;NULL;NULL
201012;2010;000032008;3;2008-02-20 00:00:00;3;87162.5600;1;002010;NULL;NULL
201012;2010;000032009;2;2009-07-23 00:00:00;2;200520.6100;1;002010;NULL;1
201012;2010;000032010;2;2010-06-18 00:00:00;2;204433.3700;1;062010;NULL;NULL
201012;2013;000032013;3;2013-03-01 00:00:00;3;138117.7300;1;032013;;5
201012;2014;000032014;2;2014-07-01 00:00:00;1;345485.4800;1;072014;;5
201012;2015;000032015;2;2015-06-05 00:00:00;1;353849.4900;1;072015;;5
201012;NULL;000032016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;NULL;000032016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;2010;000042004;6;2004-07-01 00:00:00;1;14950.0000;1;002010;NULL;NULL
201012;2010;000042009;2;2009-09-11 00:00:00;5;612005.8100;1;002010;NULL;NULL
201012;2010;000042009;3;2009-03-03 00:00:00;3;125147.4500;1;002010;NULL;NULL
201012;2010;000042010;2;2010-10-08 00:00:00;1;27789.1600;1;102010;NULL;NULL
201012;2014;000042014;2;2014-10-27 00:00:00;1;557813.3500;1;102014;;5
201012;2015;000042015;2;2015-10-08 00:00:00;1;179548.5700;1;102015;;5
201012;NULL;000042016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;NULL;000042016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;2010;000052010;2;2010-10-08 00:00:00;1;37059.9900;1;102010;NULL;NULL
201012;2011;000052011;3;2011-02-24 00:00:00;3;144521.0700;1;022011;NULL;NULL
201012;2015;000052015;7;2015-12-11 00:00:00;1;378368.2600;1;122015;;5
201012;NULL;000052016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;NULL;000052016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;2010;000062004;3;2004-03-08 00:00:00;3;24505.0000;1;002010;NULL;NULL
201012;NULL;000062016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
201012;NULL;000062016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;NULL;000072016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;NULL;000072016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201012;2010;000082007;3;2007-04-02 00:00:00;3;114821.0500;1;002010;NULL;NULL
201012;2010;000082010;3;2010-03-08 00:00:00;3;121341.5400;1;032010;NULL;NULL
201012;NULL;000082016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201012;NULL;000092003;3;2003-05-02 00:00:00;3;27933.8400;1;002010;NULL;NULL
201012;2010;000092007;3;2007-03-16 00:00:00;3;139079.9300;1;002010;NULL;NULL
201012;2010;000092009;3;2009-04-13 00:00:00;3;138538.6200;1;002010;NULL;NULL
201012;2011;000092011;3;2011-06-06 00:00:00;3;126526.9100;1;062011;;5
201012;NULL;000112002;3;2002-04-15 00:00:00;3;27092.2900;1;002010;NULL;NULL
201012;NULL;000112016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201012;2012;000122012;3;2012-05-16 00:00:00;3;136984.4800;1;052012;;5
201012;NULL;000122016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201012;2010;000132003;3;2003-10-03 00:00:00;3;146485.0500;1;002010;NULL;NULL
201012;2010;000132004;3;2004-06-23 00:00:00;3;45045.8000;1;002010;NULL;NULL
201012;2010;000132010;3;2010-04-08 00:00:00;3;132690.4300;1;042010;NULL;NULL
201012;NULL;000132016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201012;2010;000142004;3;2004-06-25 00:00:00;3;43992.0000;1;002010;NULL;NULL
201012;2010;000142009;3;2009-06-02 00:00:00;3;102405.1400;1;002010;NULL;NULL
201012;2012;000142011;3;2012-01-02 00:00:00;3;144197.9300;1;012012;;5
201012;2012;000142012;3;2012-07-04 00:00:00;3;140053.7500;1;072012;;5
201012;NULL;000142016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201012;NULL;000152002;3;2002-04-30 00:00:00;3;49654.0000;1;002010;NULL;NULL
201012;2010;000152004;3;2004-07-02 00:00:00;3;129257.7700;1;002010;NULL;NULL
201012;NULL;000152016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201012;NULL;000162002;3;2002-06-27 00:00:00;3;149659.3300;1;002010;NULL;NULL
201012;2010;000162005;3;2005-04-04 00:00:00;3;67743.1800;1;002010;NULL;NULL
201012;2010;000162008;3;2008-05-21 00:00:00;3;92573.2800;1;002010;NULL;NULL
201012;NULL;000162016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201012;2010;000172006;3;2006-06-22 00:00:00;3;50891.9400;1;002010;NULL;NULL
201012;NULL;000192002;3;2002-11-14 00:00:00;3;126040.2100;1;002010;NULL;NULL
201012;2010;000192006;3;2006-07-17 00:00:00;3;57557.0100;1;002010;NULL;NULL
201012;2010;000202002;3;2002-11-27 00:00:00;3;38887.6000;1;002010;NULL;NULL
201012;2010;000202006;3;2006-07-21 00:00:00;3;99632.7800;1;002010;NULL;NULL
201012;2010;000212002;3;2002-11-29 00:00:00;3;66410.2000;1;002010;NULL;NULL
201012;2010;000212007;3;2007-11-12 00:00:00;3;51578.8400;1;002010;NULL;NULL
201012;2010;000212010;3;2010-11-10 00:00:00;3;117301.9800;1;112010;NULL;NULL
201012;2010;000222007;3;2007-12-06 00:00:00;3;146024.1600;1;002010;NULL;NULL
201012;2010;000262005;3;2005-08-08 00:00:00;3;37270.8800;1;002010;NULL;NULL
201013;2010;000012008;3;2008-01-16 00:00:00;3;34000.0000;1;002010;NULL;NULL
201013;2010;000012010;1;2010-12-14 00:00:00;1;2279940.0500;1;122010;;5
201013;2011;000012011;2;2011-09-09 00:00:00;1;35354.2500;1;092011;;5
201013;2012;000012012;6;2012-05-28 00:00:00;3;14495.2600;1;052012;;5
201013;2014;000012014;2;2014-08-11 00:00:00;1;183985.1500;1;082014;;5
201013;2015;000012015;1;2015-07-01 00:00:00;2;1930131.6500;1;072015;;5
201013;2016;000012015;2;2016-01-18 00:00:00;2;1193247.2800;1;012016;NULL;NULL
201013;NULL;000012016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
201013;2013;000022013;2;2013-06-12 00:00:00;1;1387963.2500;1;062013;;5
201013;2014;000022014;3;2014-04-02 00:00:00;3;69539.0400;1;042014;;5
201013;NULL;000022016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
201013;NULL;000032003;3;2003-02-12 00:00:00;3;80253.2400;1;002010;NULL;NULL
201013;2011;000032011;2;2011-12-14 00:00:00;3;386755.9200;1;122011;;5
201013;2013;000032013;2;2013-12-16 00:00:00;1;494094.9300;1;122013;;5
201013;2014;000032014;3;2014-07-24 00:00:00;3;148543.6000;1;072014;;5
201013;2010;000042005;2;2005-10-31 00:00:00;3;418385.4300;1;002010;NULL;NULL
201013;2011;000042011;2;2011-12-14 00:00:00;3;767370.4300;1;122011;;5
201013;2013;000042013;2;2013-06-27 00:00:00;1;197059.3300;1;062013;;5
201013;2010;000062008;2;2008-06-23 00:00:00;2;72639.1500;1;002010;NULL;NULL
201013;2010;000062010;3;2010-05-12 00:00:00;4;100261.6000;1;052010;NULL;NULL
201013;2010;000072010;3;2010-05-12 00:00:00;4;143202.9000;1;052010;NULL;NULL
201013;NULL;000072016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201013;2010;000082009;2;2009-06-22 00:00:00;1;203150.6800;1;002010;NULL;NULL
201013;NULL;000082016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201013;2010;000092009;2;2009-07-30 00:00:00;6;146153.5100;1;002010;NULL;NULL
201013;NULL;000092016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201013;2010;000102009;2;2009-07-30 00:00:00;1;597083.5200;1;002010;NULL;NULL
201013;2010;000112009;2;2009-07-07 00:00:00;1;810327.6400;1;002010;NULL;NULL
201013;2012;000112012;3;2012-05-31 00:00:00;3;60713.6500;1;052012;;5
201013;2011;000122011;3;2011-03-21 00:00:00;3;147914.4800;1;032011;NULL;NULL
201013;2012;000122012;3;2012-05-31 00:00:00;3;30000.0000;1;052012;;5
201013;2010;000132010;3;2010-06-10 00:00:00;3;113656.9700;1;062010;NULL;NULL
201013;2011;000132011;3;2011-03-21 00:00:00;3;59616.7900;1;032011;NULL;NULL
201013;2010;000142009;3;2009-07-29 00:00:00;3;132244.4800;1;002010;NULL;NULL
201013;2010;000142010;3;2010-06-10 00:00:00;3;78477.8800;1;062010;NULL;NULL
201013;2011;000142011;3;2011-03-22 00:00:00;3;131675.0800;1;032011;NULL;NULL
201013;2012;000142012;3;2012-05-31 00:00:00;3;148848.6400;1;052012;;5
201013;2010;000152006;3;2006-09-05 00:00:00;3;30500.0000;1;002010;NULL;NULL
201013;2010;000152009;3;2009-08-18 00:00:00;3;64000.0000;1;002010;NULL;NULL
201013;2010;000172008;3;2008-06-19 00:00:00;3;134794.9700;1;002010;NULL;NULL
201013;2010;000182007;3;2007-12-26 00:00:00;3;74563.1300;1;002010;NULL;NULL
201013;2010;000182010;3;2010-08-25 00:00:00;3;148138.2500;1;082010;NULL;NULL
201013;2010;000192010;3;2010-08-25 00:00:00;3;38709.9800;1;082010;NULL;NULL
201013;2011;000202011;3;2011-05-27 00:00:00;3;148102.0300;1;052011;;5
201013;2010;000242010;3;2010-12-14 00:00:00;3;148280.8400;1;122010;;5
201013;2010;000252010;3;2010-12-14 00:00:00;3;148576.0300;1;122010;;5
201013;2010;000262010;3;2010-12-16 00:00:00;3;42566.0000;1;122010;;5
201013;2011;000302011;3;2011-09-21 00:00:00;3;49953.2300;1;092011;;5
201013;2011;000312011;3;2011-10-10 00:00:00;3;147982.5500;1;102011;;5
201013;2011;000322011;3;2011-10-10 00:00:00;3;89383.7100;1;102011;;5
201013;NULL;900022003;3;2003-03-17 00:00:00;3;17541.0000;1;002010;NULL;NULL
201014;2010;000012004;2;2005-08-01 00:00:00;3;1489177.9500;1;002010;NULL;NULL
201014;2010;000012009;1;2009-09-15 00:00:00;1;1575000.0000;1;002010;NULL;1
201014;2010;000012010;1;2010-06-18 00:00:00;1;5329230.8800;1;062010;NULL;NULL
201014;2011;000012011;1;2011-06-29 00:00:00;1;5331655.4000;1;062011;;5
201014;2013;000012013;12;2013-06-26 00:00:00;1;907524.4000;1;052013;;5
201014;2014;000012014;2;2014-02-06 00:00:00;5;1205372.7000;1;052014;;5
201014;2010;000022004;3;2004-10-01 00:00:00;4;90000.0000;1;002010;NULL;NULL
201014;2010;000022006;6;2006-04-28 00:00:00;3;13656.8000;1;002010;NULL;NULL
201014;2013;000022013;2;2013-11-20 00:00:00;1;399012.8000;1;092013;;5
201014;2014;000022014;2;2014-07-11 00:00:00;2;191817.3700;1;072014;;5
201014;NULL;000022015;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
201014;2015;000022015;3;2015-03-12 00:00:00;3;141934.5400;1;072015;;5
201014;2010;000032010;2;2010-11-08 00:00:00;2;85419.8900;1;112010;;5
201014;2013;000032011;2;2013-01-02 00:00:00;1;1138738.2000;1;072013;NULL;1
201014;2013;000032013;2;2013-07-02 00:00:00;1;1138738.7200;1;082013;;5
201014;2014;000032014;2;2014-08-11 00:00:00;2;556978.1200;1;082014;;5
201014;2010;000042006;2;2006-04-17 00:00:00;4;687518.9100;1;002010;NULL;NULL
201014;2013;000042013;2;2013-08-30 00:00:00;1;559047.4200;1;092013;;5
201014;2014;000042014;2;2014-08-11 00:00:00;2;168705.6400;1;082014;;5
201014;2010;000052006;2;2006-04-11 00:00:00;1;243537.3800;1;002010;NULL;NULL
201014;2010;000062006;3;2006-02-16 00:00:00;4;32365.2800;1;002010;NULL;NULL
201014;2010;000062007;2;2007-06-26 00:00:00;3;175596.1400;1;002010;NULL;NULL
201014;2015;000062015;3;2015-04-02 00:00:00;4;141600.2700;1;072015;;5
201014;2010;000082008;3;2008-02-08 00:00:00;4;85239.6000;1;002010;NULL;NULL
201014;2010;000092008;3;2008-02-08 00:00:00;4;117057.7100;1;002010;NULL;NULL
201014;2013;000092013;3;2013-06-28 00:00:00;3;71950.0000;1;022013;;5
201014;2014;000092014;7;2014-10-01 00:00:00;5;388519.8900;1;102014;;5
201014;2010;000102006;2;2006-09-13 00:00:00;1;313447.6400;1;002010;NULL;NULL
201014;2010;000102007;3;2007-02-28 00:00:00;3;21392.5600;1;002010;NULL;NULL
201014;2010;000132008;3;2008-03-05 00:00:00;4;122841.7100;1;002010;NULL;NULL
201014;2013;000132013;8;2013-08-13 00:00:00;1;17526.0000;1;082013;;5
201014;2014;000142014;3;2014-06-02 00:00:00;4;131393.8800;1;062014;;5
201014;2010;000152007;3;2007-04-26 00:00:00;4;44044.5200;1;002010;NULL;NULL
201014;2010;000162004;2;2004-08-02 00:00:00;3;218600.0000;1;002010;NULL;NULL
201014;2010;000162010;3;2010-08-11 00:00:00;3;137900.0000;1;082010;NULL;1
201014;2014;000162014;3;2014-08-01 00:00:00;3;139972.0400;1;082014;;5
201014;2010;000172004;2;2004-08-02 00:00:00;3;246700.0000;1;002010;NULL;NULL
201014;2011;000192011;3;2011-12-27 00:00:00;3;72000.0000;1;122011;;5
201014;2010;000212004;3;2004-10-01 00:00:00;4;60000.0000;1;002010;NULL;NULL
201014;2010;000222004;3;2004-10-01 00:00:00;4;90000.0000;1;002010;NULL;NULL
201014;2010;000222006;3;2006-06-20 00:00:00;4;143561.9300;1;002010;NULL;NULL
201014;2010;000232005;3;2005-08-26 00:00:00;4;39580.7500;1;002010;NULL;NULL
201014;2010;000232007;3;2007-08-01 00:00:00;3;44899.3500;1;002010;NULL;NULL
201014;2010;000242005;3;2005-09-27 00:00:00;3;147308.9200;1;002010;NULL;NULL
201014;2010;000252007;3;2007-09-17 00:00:00;3;26000.0000;1;002010;NULL;NULL
201014;2010;000252008;3;2008-06-11 00:00:00;3;20080.0000;1;002010;NULL;NULL
201014;2010;000252009;3;2009-09-22 00:00:00;3;109109.9600;1;002010;NULL;NULL
201014;2010;000262008;3;2008-06-25 00:00:00;3;75944.2400;1;002010;NULL;NULL
201014;2010;000262009;3;2009-09-23 00:00:00;3;81863.3600;1;002010;NULL;1
201014;2010;000272005;3;2005-10-27 00:00:00;4;110566.0700;1;002010;NULL;NULL
201014;2010;000272006;3;2006-12-07 00:00:00;3;143542.9200;1;002010;NULL;NULL
201014;2013;000282013;3;2013-07-24 00:00:00;3;86800.0000;1;062013;;5
201014;2010;000292007;3;2007-12-03 00:00:00;4;136890.1100;1;002010;NULL;NULL
201014;2013;000292013;3;2013-08-01 00:00:00;3;134568.6700;1;082013;;5
201014;2013;000362013;0;2013-11-20 00:00:00;2;147699.8900;1;112013;;5
201014;2013;000362013;10;2013-10-04 00:00:00;3;147699.8900;1;102013;NULL;1
201015;2012;000012012;2;2012-04-09 00:00:00;2;617395.5100;1;042012;;5
201015;2012;000012012;3;2012-01-17 00:00:00;3;109968.0700;1;022012;;5
201015;2013;000012013;3;2013-04-01 00:00:00;3;133222.4400;1;052013;;5
201015;2013;000012013;6;2013-04-01 00:00:00;1;15000.0000;1;052013;;5
201015;2014;000012014;2;2014-04-09 00:00:00;2;643273.6800;1;042014;;5
201015;2015;000012015;2;2015-02-11 00:00:00;1;114770.4600;1;022015;NULL;NULL
201015;NULL;000012016;2;NULL;NULL;NULL;NULL;052016;NULL;NULL
201015;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
201015;NULL;000022002;2;2002-12-13 00:00:00;2;308908.1700;1;002010;NULL;NULL
201015;NULL;000022003;3;2003-03-05 00:00:00;3;30974.8500;1;002010;NULL;NULL
201015;2010;000022009;3;2009-01-28 00:00:00;3;105206.0000;1;002010;NULL;NULL
201015;2011;000022011;2;2011-08-01 00:00:00;2;204757.9000;1;102011;;5
201015;2012;000022012;2;2012-02-16 00:00:00;2;204757.9000;1;022012;;5
201015;NULL;000022016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
201015;2010;000032004;2;2004-11-01 00:00:00;1;342251.2600;1;002010;NULL;NULL
201015;2010;000032005;3;2005-11-01 00:00:00;3;78760.0200;1;002010;NULL;NULL
201015;2011;000032011;3;2011-01-17 00:00:00;3;87889.6900;1;012011;NULL;NULL
201015;2012;000032012;2;2012-05-14 00:00:00;1;636718.6200;1;052012;;5
201015;2012;000032012;3;2012-04-23 00:00:00;3;146238.7100;1;042012;;5
201015;2013;000032013;3;2013-04-10 00:00:00;3;80437.5000;1;052013;;5
201015;2015;000032014;2;2015-03-23 00:00:00;2;508526.7800;1;032015;NULL;NULL
201015;2015;000032015;7;2015-04-14 00:00:00;1;14184.0000;1;042015;NULL;NULL
201015;2012;000042012;2;2012-09-14 00:00:00;1;407101.5200;1;102012;;5
201015;2012;000042012;3;2012-05-08 00:00:00;3;125097.2000;1;052012;;5
201015;2015;000042015;7;2015-05-07 00:00:00;1;13008.7000;1;052015;;5
201015;2010;000052004;3;2004-04-20 00:00:00;3;23807.4000;1;002010;NULL;NULL
201015;2012;000052012;3;2012-10-10 00:00:00;3;135750.0000;1;102012;;5
201015;2014;000052013;7;2014-03-03 00:00:00;1;71754.0700;1;032014;;5
201015;NULL;000052016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201015;NULL;000062002;3;2003-01-07 00:00:00;3;76316.0000;1;002010;NULL;NULL
201015;2010;000062004;3;2004-04-20 00:00:00;3;83269.0900;1;002010;NULL;NULL
201015;2013;000062013;3;2013-11-08 00:00:00;1;145391.2200;1;112013;;5
201015;2013;000062013;7;2013-08-01 00:00:00;1;253312.8800;1;082013;;5
201015;NULL;000062016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201015;2011;000072011;3;2011-03-11 00:00:00;3;44981.9600;1;032011;NULL;NULL
201015;2010;000082005;3;2005-12-01 00:00:00;3;70030.0000;1;002010;NULL;NULL
201015;2010;000082009;3;2009-02-18 00:00:00;3;48195.1500;1;002010;NULL;NULL
201015;2010;000082010;3;2010-01-29 00:00:00;3;126272.8100;1;012010;NULL;NULL
201015;NULL;000082016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201015;2010;000092004;3;2004-12-10 00:00:00;3;72033.7500;1;002010;NULL;NULL
201015;2010;000092006;3;2006-02-09 00:00:00;3;125277.6200;1;002010;NULL;NULL
201015;2010;000092009;6;2009-12-23 00:00:00;1;12420.0000;1;002010;NULL;NULL
201015;2014;000092014;11;2014-02-10 00:00:00;1;280000.0000;1;022014;;5
201015;2010;000102005;3;2005-12-01 00:00:00;3;28550.0000;1;002010;NULL;NULL
201015;2010;000102010;3;2010-01-29 00:00:00;3;24210.5000;1;012010;NULL;NULL
201015;2010;000112010;6;2010-04-26 00:00:00;1;14851.6300;1;042010;NULL;NULL
201015;2010;000122005;3;2005-12-01 00:00:00;3;132933.3200;1;002010;NULL;NULL
201015;2016;000122016;11;2016-04-07 00:00:00;1;518975.1800;1;052016;;5
201015;NULL;000132001;3;2003-01-03 00:00:00;3;107208.3200;1;002010;NULL;NULL
201015;2010;000132005;3;2005-12-01 00:00:00;3;123513.2700;1;002010;NULL;NULL
201015;2010;000132007;3;2007-03-26 00:00:00;3;11025.0000;1;002010;NULL;NULL
201015;NULL;000142001;3;2003-01-03 00:00:00;3;108222.7300;1;002010;NULL;NULL
201015;2010;000142005;3;2006-01-02 00:00:00;3;103095.4900;1;002010;NULL;NULL
201015;2010;000152006;3;2006-04-06 00:00:00;3;103969.6200;1;002010;NULL;NULL
201015;2010;000152010;6;2010-11-05 00:00:00;1;14881.2000;1;112010;;5
201015;2011;000152011;3;2011-06-03 00:00:00;3;146133.4700;1;062011;;5
201015;2010;000162007;3;2007-05-22 00:00:00;3;70620.6300;1;002010;NULL;NULL
201015;2010;000182006;3;2006-06-19 00:00:00;3;148572.0000;1;002010;NULL;NULL
201015;2010;000182007;3;2007-07-17 00:00:00;3;30130.9700;1;002010;NULL;NULL
201015;2010;000182009;3;2009-08-21 00:00:00;3;141988.1200;1;002010;NULL;NULL
201015;2011;000182011;3;2011-10-12 00:00:00;3;40226.9800;1;102011;;5
