cd_UGestora;dt_Ano;nu_Licitacao;tp_Licitacao;dt_Homologacao;nu_Propostas;vl_Licitacao;tp_Objeto;dt_MesAno;registroCGE;tp_regimeExecucao
101209;NULL;000032016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101209;NULL;000042016;8;NULL;NULL;NULL;NULL;022016;NULL;NULL
101209;NULL;000052016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101210;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101211;2010;000012005;3;2005-02-18 00:00:00;3;134330.2800;1;002010;NULL;NULL
101211;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101211;NULL;000012016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101211;2010;000022004;3;2004-03-10 00:00:00;3;149020.4800;1;002010;NULL;NULL
101211;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101211;NULL;000042003;3;2003-05-16 00:00:00;3;28250.8000;1;002010;NULL;NULL
101211;2010;000042010;3;2010-11-01 00:00:00;3;32437.2500;1;112010;NULL;NULL
101211;2010;000052003;3;2003-08-12 00:00:00;4;90323.5500;1;002010;NULL;NULL
101211;2013;000082013;3;2013-09-19 00:00:00;3;90995.3600;1;092013;;5
101211;2010;000092007;3;2007-04-19 00:00:00;3;84098.1300;1;002010;NULL;NULL
101212;2012;000012012;2;2012-07-13 00:00:00;1;71510.5900;1;082012;;5
101212;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
101212;NULL;000012016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101212;2012;000022012;3;2012-03-17 00:00:00;3;13000.0000;1;042012;;5
101212;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101212;NULL;000022016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101212;NULL;000032016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
101212;2010;000042009;3;2009-11-17 00:00:00;3;147969.1000;1;002010;NULL;NULL
101212;NULL;000042016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
101213;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101214;2010;000012010;3;2010-08-25 00:00:00;3;18019.6000;1;082010;NULL;NULL
101214;NULL;000012016;8;NULL;NULL;NULL;NULL;012016;NULL;NULL
101215;2012;000022012;3;2012-03-08 00:00:00;3;20000.0000;1;042012;;5
101216;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
101217;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101218;2010;000012009;3;2009-02-19 00:00:00;3;20900.0000;1;002010;NULL;NULL
101218;NULL;000012016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
101218;NULL;000022016;8;NULL;NULL;NULL;NULL;052016;NULL;NULL
101221;NULL;000012016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
101222;2013;000012013;3;2013-01-07 00:00:00;3;8400.0000;1;012013;;5
101222;NULL;000012016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
101222;NULL;000022016;2;NULL;NULL;NULL;NULL;022016;NULL;NULL
201001;2010;000012007;1;2007-02-28 00:00:00;2;1596024.1800;1;002010;NULL;NULL
201001;2010;000012007;6;2007-01-22 00:00:00;1;14900.0000;1;002010;NULL;NULL
201001;2010;000012010;2;2010-05-18 00:00:00;2;206000.0000;1;052010;NULL;NULL
201001;2012;000012011;2;2011-09-12 00:00:00;1;154000.0000;1;002012;NULL;NULL
201001;2012;000012012;2;2012-06-22 00:00:00;2;198639.4300;1;062012;;5
201001;2013;000012013;2;2013-11-05 00:00:00;1;504893.6900;1;112013;;5
201001;2014;000012014;2;2014-03-24 00:00:00;3;250000.0000;1;032014;;5
201001;NULL;000012016;2;NULL;NULL;NULL;NULL;042016;NULL;NULL
201001;NULL;000012016;3;NULL;NULL;NULL;NULL;052016;NULL;NULL
201001;NULL;000012016;7;NULL;NULL;NULL;NULL;042016;NULL;NULL
201001;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2013;000022013;3;2013-01-16 00:00:00;1;134075.9400;1;012013;;5
201001;NULL;000022016;8;NULL;NULL;NULL;NULL;042016;NULL;NULL
201001;NULL;000022016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201001;2010;000032004;2;2004-12-07 00:00:00;3;199221.9700;1;002010;NULL;NULL
201001;2010;000032008;7;2008-06-20 00:00:00;3;7430.7300;1;002010;NULL;NULL
201001;2010;000032009;6;2009-02-26 00:00:00;2;8900.0000;1;002010;NULL;NULL
201001;2012;000032011;2;2012-02-07 00:00:00;1;617618.8600;1;022012;;5
201001;2012;000032012;2;2012-06-22 00:00:00;1;233657.8700;1;062012;;5
201001;2015;000032015;2;2015-05-18 00:00:00;1;125901.3900;1;052015;NULL;NULL
201001;NULL;000032016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000042007;2;2008-01-28 00:00:00;1;407880.0000;1;002010;NULL;NULL
201001;2010;000042008;6;2008-06-20 00:00:00;3;137225.0800;1;002010;NULL;NULL
201001;2010;000042010;3;2010-06-01 00:00:00;3;27984.4400;1;062010;NULL;NULL
201001;2012;000042012;2;2012-06-22 00:00:00;1;350016.3900;1;062012;;5
201001;2013;000042013;8;2013-02-07 00:00:00;1;36520.0000;1;072013;;5
201001;2015;000042015;3;2015-11-20 00:00:00;3;48948.4900;1;112015;;5
201001;2010;000052008;3;2008-03-03 00:00:00;3;148331.9600;1;002010;NULL;NULL
201001;2012;000052011;3;2011-05-02 00:00:00;3;63036.1900;1;002012;NULL;NULL
201001;2012;000052012;3;2012-03-06 00:00:00;3;70064.6800;1;032012;;5
201001;2015;000052015;2;2015-06-03 00:00:00;1;243848.3900;1;062015;NULL;NULL
201001;NULL;000052016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201001;2010;000072005;3;2005-02-23 00:00:00;3;34200.0000;1;002010;NULL;NULL
201001;2010;000072008;3;2008-04-09 00:00:00;3;104244.4000;1;002010;NULL;NULL
201001;2012;000072012;3;2012-06-25 00:00:00;3;80000.0000;1;062012;;5
201001;NULL;000072016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000082008;3;2008-04-09 00:00:00;3;68325.0000;1;002010;NULL;NULL
201001;2010;000092006;3;2006-02-16 00:00:00;3;38060.0000;1;002010;NULL;NULL
201001;2010;000092008;3;2008-04-09 00:00:00;4;146112.2500;1;002010;NULL;NULL
201001;2010;000092009;3;2009-02-19 00:00:00;3;20000.0000;1;002010;NULL;NULL
201001;2012;000092010;3;2011-01-03 00:00:00;3;147295.7200;1;002012;NULL;NULL
201001;2012;000092011;3;2011-10-18 00:00:00;5;57784.4900;1;002012;NULL;NULL
201001;NULL;000092016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000102006;3;2006-02-17 00:00:00;3;41650.0000;1;002010;NULL;NULL
201001;2010;000102008;3;2008-04-09 00:00:00;3;108520.2000;1;002010;NULL;NULL
201001;NULL;000102016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201001;2010;000112006;2;2006-08-02 00:00:00;1;402914.6100;1;002010;NULL;NULL
201001;NULL;000112016;11;NULL;NULL;NULL;NULL;022016;NULL;NULL
201001;2010;000122006;2;2006-09-01 00:00:00;2;285134.9300;1;002010;NULL;NULL
201001;NULL;000122016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000132008;3;2008-04-23 00:00:00;3;130025.5200;1;002010;NULL;NULL
201001;2013;000132013;3;2013-12-20 00:00:00;3;75887.0000;1;122013;;5
201001;2010;000142008;3;2008-04-23 00:00:00;3;98182.5300;1;002010;NULL;NULL
201001;NULL;000142016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000152008;3;2008-05-28 00:00:00;3;104490.7100;1;002010;NULL;NULL
201001;NULL;000152016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000162008;3;2008-06-06 00:00:00;3;38987.2000;1;002010;NULL;NULL
201001;NULL;000162016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000172008;3;2008-06-11 00:00:00;3;145844.8000;1;002010;NULL;NULL
201001;NULL;000172016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000182005;3;2005-07-22 00:00:00;3;128120.0000;1;002010;NULL;NULL
201001;2010;000182006;3;2006-06-08 00:00:00;3;105640.0000;1;002010;NULL;NULL
201001;2010;000182008;3;2008-06-09 00:00:00;3;149370.6000;1;002010;NULL;NULL
201001;2010;000192007;3;2007-12-04 00:00:00;4;71736.0800;1;002010;NULL;NULL
201001;2010;000192008;3;2008-06-11 00:00:00;3;18750.1600;1;002010;NULL;NULL
201001;2010;000202007;3;2007-12-03 00:00:00;4;118226.0000;1;002010;NULL;NULL
201001;NULL;000202016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000212007;3;2008-01-08 00:00:00;4;71654.4000;1;002010;NULL;NULL
201001;2010;000222005;3;2005-11-23 00:00:00;4;148844.2000;1;002010;NULL;NULL
201001;NULL;000222016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000232008;3;2008-07-29 00:00:00;3;28000.0000;1;002010;NULL;NULL
201001;NULL;000232016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201001;2010;000242005;3;2005-11-18 00:00:00;4;148643.3600;1;002010;NULL;NULL
201001;2010;000242008;3;2008-08-15 00:00:00;3;35786.2500;1;002010;NULL;NULL
201001;NULL;000242016;11;NULL;NULL;NULL;NULL;032016;NULL;NULL
201001;2010;000252005;3;2005-11-30 00:00:00;4;146850.0040;1;002010;NULL;NULL
201001;2010;000262005;3;2005-11-30 00:00:00;4;32560.0000;1;002010;NULL;NULL
201001;NULL;000262016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201001;NULL;000282016;11;NULL;NULL;NULL;NULL;042016;NULL;NULL
201002;2010;000012009;1;2009-12-18 00:00:00;3;2213385.3200;1;002010;NULL;1
201002;2010;000012009;2;2009-01-29 00:00:00;2;165520.0000;1;002010;NULL;NULL
201002;2015;000012015;7;2015-03-02 00:00:00;1;981929.5700;1;022015;NULL;1
201002;2010;000042007;3;2007-06-18 00:00:00;3;142163.2000;1;002010;NULL;NULL
201002;2012;000052012;8;2012-12-20 00:00:00;1;29000.0000;1;122012;;5
201002;2016;000052016;11;2016-04-04 00:00:00;1;82244.0000;1;042016;NULL;NULL
201002;2010;000062008;3;2008-05-12 00:00:00;4;145230.0500;1;002010;NULL;NULL
201002;2010;000082006;3;2006-06-14 00:00:00;4;147835.2100;1;002010;NULL;NULL
201002;2010;000092006;3;2006-06-14 00:00:00;4;102680.0500;1;002010;NULL;NULL
201002;2010;000102008;3;2008-06-28 00:00:00;3;142909.9800;1;002010;NULL;NULL
201002;2010;000112006;3;2006-06-19 00:00:00;4;142630.4200;1;002010;NULL;NULL
201002;2010;000112008;2;2008-03-28 00:00:00;1;40080.0000;1;002010;NULL;NULL
201002;2010;000112009;3;2009-03-31 00:00:00;3;147565.8500;1;002010;NULL;NULL
201002;2010;000112010;2;2010-06-07 00:00:00;1;348482.6500;1;062010;NULL;NULL
201002;2010;000122010;2;2010-05-26 00:00:00;1;211438.4300;1;052010;NULL;1
201002;2014;000122014;2;2014-04-15 00:00:00;4;816500.0000;1;042014;;5
201002;2010;000132009;2;2009-07-15 00:00:00;1;246997.4500;1;002010;NULL;1
201002;2010;000132010;2;2010-06-01 00:00:00;1;205252.4800;1;062010;NULL;NULL
201002;2010;000202005;3;2005-09-26 00:00:00;3;28078.8300;1;002010;NULL;NULL
201002;2012;000212012;2;2012-02-29 00:00:00;1;178979.1800;1;022012;;5
201002;2015;000272015;2;2015-06-10 00:00:00;1;61798.6800;1;062015;;5
201002;2011;000282011;2;2011-08-26 00:00:00;1;47400.0000;1;082011;;5
201002;2011;000292011;2;2011-09-01 00:00:00;1;249864.1800;1;092011;;5
201002;2011;000302011;2;2011-11-10 00:00:00;4;614993.5300;1;112011;;5
201002;2012;000302012;2;2012-05-03 00:00:00;1;92400.0000;1;052012;;5
201002;2014;000352014;2;2014-11-05 00:00:00;3;505800.1900;1;112014;;5
201002;2015;000372015;2;2015-12-04 00:00:00;1;395035.4400;1;122015;;5
201002;2013;000412012;2;2012-09-19 00:00:00;1;99903.3100;1;072013;;5
201002;2013;000452013;2;2013-10-31 00:00:00;1;63578.2600;1;102013;;5
201003;2010;000012004;3;2004-01-21 00:00:00;3;15030.0000;1;002010;NULL;NULL
201003;2010;000012006;2;2006-05-19 00:00:00;2;272345.3500;1;002010;NULL;NULL
201003;2010;000012008;2;2008-02-08 00:00:00;1;48859.2800;1;002010;NULL;NULL
201003;2010;000012008;3;2008-01-25 00:00:00;3;30908.4600;1;002010;NULL;NULL
201003;2010;000012010;1;2010-10-18 00:00:00;2;544950.8400;1;102010;NULL;NULL
201003;2010;000012010;2;2010-07-06 00:00:00;10;1120202.8100;1;072010;NULL;NULL
201003;2010;000012010;3;2010-03-26 00:00:00;3;113861.6900;1;032010;NULL;NULL
201003;2011;000012011;0;2011-02-18 00:00:00;9;320416.0000;1;022011;NULL;NULL
201003;2011;000012011;3;2011-02-04 00:00:00;3;147655.3200;1;022011;NULL;NULL
201003;2011;000012011;8;2011-02-04 00:00:00;1;17500.0000;1;022011;NULL;NULL
201003;2012;000012012;1;2012-04-23 00:00:00;3;1731022.7600;1;042012;;5
201003;2012;000012012;2;2012-01-19 00:00:00;8;361967.2200;1;012012;;5
201003;2015;000012015;2;2015-02-10 00:00:00;1;78000.0000;1;012015;NULL;NULL
201003;2010;000022004;2;2004-02-06 00:00:00;3;433368.1000;1;002010;NULL;NULL
201003;2010;000022006;2;2006-05-19 00:00:00;3;106835.8900;1;002010;NULL;NULL
201003;2010;000022008;2;2008-02-12 00:00:00;2;209169.4500;1;002010;NULL;NULL
201003;2012;000022012;2;2012-01-19 00:00:00;4;391353.0700;1;012012;;5
201003;2014;000022014;1;2014-07-25 00:00:00;1;594952.7700;1;072014;;5
201003;2015;000022015;2;2015-03-03 00:00:00;1;56490.7400;1;032015;NULL;NULL
201003;2010;000032006;2;2006-02-22 00:00:00;2;104549.3900;1;002010;NULL;NULL
201003;2012;000032012;2;2012-01-19 00:00:00;3;934489.5000;1;012012;;5
201003;2014;000032014;2;2014-12-30 00:00:00;1;555231.8700;1;122014;;5
201003;2010;000042008;1;2008-05-28 00:00:00;2;251479.1300;1;002010;NULL;NULL
201003;2010;000042008;3;2008-02-29 00:00:00;3;49736.9700;1;002010;NULL;NULL
201003;2012;000042012;3;2012-03-08 00:00:00;3;140470.1400;1;032012;;5
201003;2015;000042015;2;2015-06-05 00:00:00;1;519082.2600;1;062015;;5
201003;2010;000052007;2;2007-06-20 00:00:00;1;109796.2800;1;002010;NULL;NULL
201003;2010;000052008;1;2008-05-28 00:00:00;2;251937.9500;1;002010;NULL;NULL
201003;2010;000052008;3;2008-02-29 00:00:00;3;135790.4500;1;002010;NULL;NULL
201003;2015;000052015;2;2015-05-27 00:00:00;1;481841.6100;1;052015;;5
201003;2010;000062006;3;2006-03-06 00:00:00;3;76500.0000;1;002010;NULL;NULL
201003;2010;000062007;3;2007-03-13 00:00:00;3;75000.0000;1;002010;NULL;NULL
201003;2010;000062008;1;2008-06-03 00:00:00;1;1033966.7500;1;002010;NULL;NULL
201003;2014;000062014;2;2014-11-27 00:00:00;1;508258.8900;1;112014;;5
201003;2015;000062015;2;2015-05-27 00:00:00;1;177048.2100;1;052015;;5
201003;2010;000072007;3;2007-03-13 00:00:00;3;76400.0000;1;002010;NULL;NULL
201003;2010;000072008;1;2008-06-10 00:00:00;1;2040521.6800;1;002010;NULL;NULL
201003;2015;000072015;2;2015-06-05 00:00:00;1;784715.3900;1;062015;;5
201003;2010;000082006;2;2006-03-21 00:00:00;1;121993.8200;1;002010;NULL;NULL
201003;2010;000082008;1;2008-06-06 00:00:00;2;507439.5400;1;002010;NULL;NULL
201003;2010;000082009;7;2009-03-26 00:00:00;1;34285.0000;1;002010;NULL;NULL
201003;2015;000082014;2;2015-01-15 00:00:00;1;110927.5100;1;012015;NULL;NULL
201003;2010;000092006;3;2006-03-08 00:00:00;3;148074.2300;1;002010;NULL;NULL
201003;2010;000092007;3;2007-03-27 00:00:00;3;141688.4600;1;002010;NULL;NULL
201003;2010;000092008;1;2008-06-06 00:00:00;2;503538.9800;1;002010;NULL;NULL
201003;2010;000092008;2;2008-05-27 00:00:00;1;181668.3000;1;002010;NULL;NULL
201003;2015;000092014;2;2015-01-15 00:00:00;1;360710.0400;1;012015;NULL;NULL
201003;2010;000102008;1;2008-06-10 00:00:00;1;1018401.3200;1;002010;NULL;NULL
201003;2013;000102013;3;2013-03-13 00:00:00;3;113544.5300;1;032013;;5
201003;2010;000112006;2;2006-06-30 00:00:00;1;311452.7400;1;002010;NULL;NULL
201003;2010;000112008;1;2008-06-10 00:00:00;2;153238.0400;1;002010;NULL;NULL
201003;2010;000122006;3;2006-04-05 00:00:00;3;65235.8700;1;002010;NULL;NULL
201003;2010;000122008;2;2008-05-09 00:00:00;2;524619.3600;1;002010;NULL;NULL
201003;2010;000132008;2;2008-05-09 00:00:00;2;125882.0400;1;002010;NULL;NULL
201003;2010;000132008;3;2008-04-02 00:00:00;3;76350.0000;1;002010;NULL;NULL
201003;2010;000142006;2;2006-08-25 00:00:00;2;1316896.4600;1;002010;NULL;NULL
201003;2010;000142009;3;2009-06-01 00:00:00;3;141572.4300;1;002010;NULL;NULL
201003;2010;000152006;2;2006-11-10 00:00:00;1;70960.9900;1;002010;NULL;NULL
201003;2010;000152008;2;2008-05-27 00:00:00;2;174851.5800;1;002010;NULL;NULL
201003;NULL;000172003;3;2003-05-02 00:00:00;3;34826.0000;1;002010;NULL;NULL
201003;2010;000172006;2;2007-01-29 00:00:00;1;285482.3100;1;002010;NULL;NULL
201003;2010;000182007;2;2007-10-26 00:00:00;2;395829.7000;1;002010;NULL;NULL
201003;2010;000182008;2;2008-05-30 00:00:00;1;915230.6900;1;002010;NULL;NULL
201003;2013;000182013;3;2013-06-06 00:00:00;3;49620.0000;1;062013;;5
201003;2010;000192005;3;2005-03-28 00:00:00;3;76500.0000;1;002010;NULL;NULL
201003;2010;000192008;2;2008-05-30 00:00:00;2;314097.9600;1;002010;NULL;NULL
201003;2010;000202008;2;2008-06-20 00:00:00;1;116025.9400;1;002010;NULL;NULL
201003;2010;000202008;3;2008-05-09 00:00:00;3;146796.8000;1;002010;NULL;NULL
201003;2010;000212005;3;2005-07-26 00:00:00;3;108222.2600;1;002010;NULL;NULL
201003;2010;000212008;2;2008-07-02 00:00:00;1;151970.1400;1;002010;NULL;NULL
201003;2010;000232004;3;2004-07-09 00:00:00;3;599142.0600;1;002010;NULL;NULL
201003;2010;000232006;3;2006-08-25 00:00:00;3;103250.5900;1;002010;NULL;NULL
201003;2010;000232007;3;2007-06-20 00:00:00;3;76969.5000;1;002010;NULL;NULL
201003;2013;000232011;10;2013-08-01 00:00:00;1;389220.0000;1;082013;;5
201003;2010;000242007;3;2007-06-22 00:00:00;3;144911.4800;1;002010;NULL;NULL
201003;2010;000252004;3;2004-06-08 00:00:00;3;149504.0800;1;002010;NULL;NULL
201003;2010;000252005;3;2005-05-16 00:00:00;3;148796.3500;1;002010;NULL;NULL
201003;2010;000252006;3;2006-09-27 00:00:00;3;16158.8100;1;002010;NULL;NULL
201003;2010;000252007;3;2007-07-02 00:00:00;3;127480.7000;1;002010;NULL;NULL
201003;2010;000262004;3;2004-07-05 00:00:00;3;79440.0000;1;002010;NULL;NULL
201003;2010;000262005;3;2005-05-18 00:00:00;3;93735.7400;1;002010;NULL;NULL
201003;2013;000262013;3;2013-10-30 00:00:00;3;72000.0000;1;102013;;5
201003;2010;000272005;3;2005-08-08 00:00:00;3;25552.3200;1;002010;NULL;NULL
201003;2010;000282008;2;2008-12-19 00:00:00;1;1417855.8700;1;002010;NULL;NULL
201003;2010;000292006;3;2006-06-28 00:00:00;3;78229.2200;1;002010;NULL;NULL
201003;2010;000292008;2;2008-12-23 00:00:00;1;524884.8900;1;002010;NULL;NULL
201003;2010;000302006;3;2006-06-28 00:00:00;3;144243.0500;1;002010;NULL;NULL
201003;2010;000312006;3;2006-06-28 00:00:00;4;144197.4400;1;002010;NULL;NULL
201003;2010;000342007;3;2007-08-10 00:00:00;3;101401.1500;1;002010;NULL;NULL
201003;2010;000352007;3;2007-08-17 00:00:00;3;146696.2000;1;002010;NULL;NULL
201003;2010;000392007;3;2007-09-12 00:00:00;3;129948.5000;1;002010;NULL;NULL
201003;2010;000432007;3;2007-09-19 00:00:00;3;27240.0000;1;002010;NULL;NULL
201003;2010;000462003;3;2004-01-06 00:00:00;3;28000.0000;1;002010;NULL;NULL
201003;2010;000462007;3;2007-11-06 00:00:00;3;129544.2700;1;002010;NULL;NULL
201003;2010;000482005;2;2005-12-20 00:00:00;2;1266000.2200;1;002010;NULL;NULL
201003;2010;000482007;3;2007-12-18 00:00:00;3;44203.8000;1;002010;NULL;NULL
201003;2010;000522006;3;2006-12-07 00:00:00;3;42386.0900;1;002010;NULL;NULL
201003;2010;000532005;3;2005-12-07 00:00:00;3;44474.1400;1;002010;NULL;NULL
201003;2010;000542005;3;2005-12-07 00:00:00;3;117730.3900;1;002010;NULL;NULL
201003;2010;000542006;3;2006-12-15 00:00:00;3;145014.9400;1;002010;NULL;NULL
201003;2010;000552005;3;2005-12-07 00:00:00;3;61928.0800;1;002010;NULL;NULL
201003;2010;000552006;3;2006-12-26 00:00:00;3;138920.0000;1;002010;NULL;NULL
201003;2010;000562006;2;2006-12-29 00:00:00;1;509157.0100;1;002010;NULL;NULL
201003;2010;000572005;3;2006-01-02 00:00:00;3;19989.3500;1;002010;NULL;NULL
201003;2015;100012015;2;2015-04-08 00:00:00;1;58800.0000;1;032015;NULL;NULL
201003;2015;100052014;2;2015-02-06 00:00:00;2;163743.7400;1;012015;NULL;NULL
201003;2015;100062014;2;2015-02-06 00:00:00;2;77252.0900;1;012015;NULL;NULL
201004;NULL;000012003;6;2003-03-10 00:00:00;1;6305.9000;1;002010;NULL;NULL
201004;2010;000012008;7;2008-01-22 00:00:00;1;14933.7100;1;002010;NULL;NULL
201004;2010;000012009;6;2009-04-09 00:00:00;1;4000.0000;1;002010;NULL;NULL
201004;2010;000012010;2;2010-02-01 00:00:00;3;574972.1700;1;022010;NULL;NULL
201004;2014;000012014;2;2014-03-10 00:00:00;1;405025.1100;1;032014;;5
201004;2015;000012015;2;2015-03-11 00:00:00;4;202791.6800;1;032015;NULL;NULL
201004;NULL;000012016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201004;NULL;000012016;11;NULL;NULL;NULL;NULL;052016;NULL;NULL
201004;NULL;000012016;12;NULL;NULL;NULL;NULL;052016;NULL;NULL
201004;NULL;000022003;6;2003-03-10 00:00:00;1;9395.3800;1;002010;NULL;NULL
201004;2010;000022007;6;2007-04-01 00:00:00;1;7998.5400;1;002010;NULL;NULL
201004;2010;000022008;3;2008-01-23 00:00:00;3;143340.3500;1;002010;NULL;NULL
201004;2010;000022009;2;2009-10-02 00:00:00;2;164948.5000;1;002010;NULL;NULL
201004;2010;000022010;3;2010-01-12 00:00:00;3;76824.0000;1;012010;NULL;NULL
201004;2011;000022011;2;2011-05-10 00:00:00;1;331030.7100;1;052011;;5
201004;2015;000022015;2;2015-02-25 00:00:00;1;245625.7600;1;022015;NULL;1
201004;NULL;000022016;8;NULL;NULL;NULL;NULL;032016;NULL;NULL
201004;2014;000032014;2;2014-08-12 00:00:00;1;198302.2300;1;082014;;5
201004;2010;000042010;2;2010-06-07 00:00:00;2;459415.9700;1;062010;NULL;1
201004;2014;000042014;2;2014-06-26 00:00:00;1;367295.0100;1;062014;;5
201004;2010;000052010;2;2010-08-13 00:00:00;3;207355.8500;1;082010;NULL;1
201004;2010;000052010;3;2010-02-15 00:00:00;3;134368.5000;1;022010;NULL;NULL
201004;2012;000052012;2;2012-06-08 00:00:00;2;206068.7500;1;062012;;5
201004;2014;000052014;2;2014-06-26 00:00:00;1;123500.4400;1;062014;;5
201004;NULL;000062003;3;2003-05-27 00:00:00;3;149227.0600;1;002010;NULL;NULL
201004;2010;000062005;3;2005-01-31 00:00:00;3;35269.8000;1;002010;NULL;NULL
201004;2010;000062007;3;2007-04-17 00:00:00;3;94427.4500;1;002010;NULL;NULL
201004;2010;000062010;3;2010-02-10 00:00:00;3;43000.0000;1;022010;NULL;NULL
201004;2012;000062012;2;2012-06-20 00:00:00;2;679853.0300;1;062012;;5
201004;2015;000062014;2;2014-12-15 00:00:00;4;488647.4800;1;032015;NULL;1
201004;NULL;000072002;3;2002-03-28 00:00:00;2;66920.6400;1;002010;NULL;NULL
201004;NULL;000072003;6;2003-06-13 00:00:00;1;10780.8000;1;002010;NULL;NULL
201004;2010;000072005;3;2005-01-31 00:00:00;3;37295.0900;1;002010;NULL;NULL
201004;2010;000072006;3;2006-02-17 00:00:00;3;147042.6500;1;002010;NULL;NULL
201004;2010;000072007;3;2007-03-20 00:00:00;3;99316.0700;1;002010;NULL;NULL
201004;2015;000072014;2;2014-12-15 00:00:00;5;488647.4800;1;032015;NULL;1
201004;2010;000082006;3;2006-02-17 00:00:00;3;22604.8500;1;002010;NULL;NULL
201004;2010;000082007;3;2007-03-20 00:00:00;3;130114.1100;1;002010;NULL;NULL
201004;2010;000082008;3;2008-03-14 00:00:00;3;140646.1000;1;002010;NULL;NULL
201004;2010;000082009;3;2009-03-13 00:00:00;3;148012.5500;1;002010;NULL;NULL
201004;2011;000082011;3;2011-03-01 00:00:00;3;136481.7900;1;032011;NULL;NULL
201004;2014;000082014;2;2014-10-20 00:00:00;2;168417.8300;1;102014;;5
201004;2015;000082015;11;2015-04-13 00:00:00;1;99950.0000;1;042015;NULL;NULL
201004;2010;000092004;3;2004-05-21 00:00:00;3;148798.1200;1;002010;NULL;NULL
201004;2010;000092010;3;2010-03-09 00:00:00;3;113297.3500;1;032010;NULL;NULL
201004;NULL;000102003;3;2003-08-12 00:00:00;3;16742.2200;1;002010;NULL;NULL
201004;2010;000102006;3;2006-02-23 00:00:00;3;42411.0600;1;002010;NULL;NULL
201004;2010;000102010;3;2010-02-08 00:00:00;3;138864.7900;1;022010;NULL;NULL
201004;2010;000112004;3;2004-06-18 00:00:00;3;28695.2300;1;002010;NULL;NULL
201004;2010;000122004;3;2004-06-18 00:00:00;3;80763.1500;1;002010;NULL;NULL
201004;2012;000152012;3;2012-04-23 00:00:00;3;137862.2600;1;042012;;5
201004;NULL;000162003;3;2003-10-31 00:00:00;2;75104.8200;1;002010;NULL;NULL
201004;2010;000162007;3;2007-07-25 00:00:00;6;128137.6500;1;002010;NULL;NULL
201004;2010;000162009;3;2009-05-11 00:00:00;3;116781.1500;1;002010;NULL;NULL
201004;NULL;000172003;3;2003-10-31 00:00:00;3;34606.2000;1;002010;NULL;NULL
201004;2010;000182010;3;2010-06-10 00:00:00;3;145202.6300;1;062010;NULL;NULL
201004;2010;000192005;3;2005-09-22 00:00:00;6;111008.2800;1;002010;NULL;NULL
201004;2010;000192006;3;2006-05-16 00:00:00;8;63715.0000;1;002010;NULL;NULL
201004;2010;000192008;3;2008-10-08 00:00:00;3;24000.0000;1;002010;NULL;NULL
201004;2010;000212008;3;2008-10-20 00:00:00;2;21500.0000;1;002010;NULL;NULL
201004;2010;000222007;3;2007-11-13 00:00:00;3;58372.6300;1;002010;NULL;NULL
201004;2010;000242006;3;2006-07-19 00:00:00;4;72670.5900;1;002010;NULL;NULL
201004;2012;000242012;3;2012-06-18 00:00:00;3;80129.8300;1;062012;;5
